NetThrust_kN,CoreNozzleGrossThrust_kN,BypassNozzleGrossThrust_kN,Sp.FuelConsumption_g/(kN*s),SpecificThrust_m/s,CoreNozzleVel.V8_m/s,CoreNozzlePressureRatio,BypassNozzleVel.V18_m/s,BypassNozzlePressureRatio,BurnerEfficiency,EnginePressureRatioP5/P2,HPSpoolSpeed_RPM,LPSpoolSpeed_RPM,FuelFlow_kg/s,LPTExitPressureP5_kPA,LPTExitTemperatureT5_K,Isentr.HPCEfficiency
38.84952002,11.36422097,103.3434967,14.40297567,121.5369766,449.7351255,1.676580132,308.4508475,2.348256182,0.999548862,1.110763473,14944.83542,3274.156947,0.559548692,40.38071869,727.414971,0.856289564
39.34354108,11.55508189,103.8439336,14.47407266,122.763216,455.2203882,1.689989259,308.6754107,2.355754324,0.999567403,1.11968034,14944.83542,3289.964128,0.569461272,40.70488266,734.5910166,0.849351438
37.15836943,10.70812393,101.6088703,14.17640488,117.3283908,431.3773034,1.63138267,307.6835013,2.322269204,0.999477839,1.080681657,14944.83542,3219.692066,0.52677209,39.28712373,704.5789599,0.880409063
42.80575428,12.96065201,107.1986787,15.01234336,131.3248904,495.0323852,1.791357583,310.2786854,2.405999866,0.999676375,1.187015013,14944.83542,3405.087547,0.642614681,43.15276877,787.1704807,0.805786159
42.14653766,12.68214131,106.583932,14.90322105,129.6948671,487.2350293,1.770914492,309.9665124,2.396803484,0.99965803,1.173445132,14944.83542,3382.126189,0.628119167,42.65944904,776.8208174,0.813554717
36.91539059,10.61101561,101.3602421,14.14468582,116.7207615,428.7525252,1.624788593,307.5718674,2.318545005,0.999466522,1.07628993,14944.83542,3211.605152,0.522156602,39.12746679,701.5488972,0.883833671
37.01925972,10.65262927,101.4665002,14.15822224,116.9805981,429.8742715,1.62760945,307.6196655,2.320136484,0.999471395,1.078168793,14944.83542,3215.074755,0.524126906,39.19577102,702.8367169,0.882372658
41.52840949,12.42594261,105.996175,14.80503178,128.1680523,480.0146604,1.752223399,309.6786317,2.387998456,0.999639925,1.161035217,14944.83542,3361.299466,0.614829422,42.20829872,767.2732602,0.821063851
37.9419254,11.01493436,102.414062,14.27878609,119.2812228,439.8394614,1.652393184,308.0392109,2.334332472,0.999512384,1.09466946,14944.83542,3245.102936,0.541764636,39.79563661,714.7849585,0.869235457
37.63539145,10.89606478,102.0984139,14.23896137,118.5184871,436.5308798,1.644233354,307.9005847,2.329603516,0.999499203,1.089237685,14944.83542,3235.255967,0.535888885,39.59816972,710.7115406,0.873627459
40.52531417,12.01918563,105.0218331,14.65044517,125.6901081,468.5186011,1.722937875,309.2157243,2.37340001,0.999608434,1.141580848,14944.83542,3328.175101,0.593713893,41.50105421,752.1428363,0.833557502
42.46458829,12.81610353,106.8816968,14.95516503,130.481251,490.9946799,1.780761204,310.1161576,2.401261616,0.999666985,1.179980927,14944.83542,3393.07798,0.635064926,42.89705147,781.7897977,0.809778687
37.23057606,10.73686049,101.6827428,14.18584827,117.5088513,432.1598086,1.633344388,307.7165157,2.323375844,0.999481144,1.08198786,14944.83542,3222.072942,0.528147303,39.33460944,705.4918154,0.87938716
42.0598341,12.6459621,106.5020674,14.88921264,129.4806787,486.218206,1.76827067,309.925859,2.395577911,0.999655544,1.171689888,14944.83542,3379.166166,0.626237814,42.59563888,775.4725429,0.814594827
38.91169262,11.38861768,103.4061112,14.41192657,121.6916316,450.4415042,1.67832177,308.4788719,2.349195636,0.99955124,1.111920882,14944.83542,3276.131775,0.560792457,40.42279518,728.321029,0.855406946
35.30879977,9.960436024,99.70911018,13.94521936,112.684584,411.5118141,1.581011891,306.8300474,2.293807103,0.99938453,1.047112483,14944.83542,3156.957906,0.492388958,38.06674926,682.4057158,0.906065269
39.29076062,11.53469526,103.7905892,14.46640104,122.6323065,454.6342833,1.688556387,308.6513653,2.354955281,0.999565462,1.118727525,14944.83542,3288.271523,0.5683959,40.67024399,733.8186733,0.850086005
34.47515306,9.627425988,98.83031847,13.85263118,110.5864597,402.7573229,1.558915454,306.4514341,2.280638401,0.999337109,1.032373765,14944.83542,3128.789231,0.47757158,37.5309376,673.1751154,0.917596794
33.94337163,9.420473843,98.25756703,13.80029322,109.246752,397.2766924,1.545227463,306.2158483,2.272060207,0.999305464,1.023241706,14944.83542,3111.273661,0.468428481,37.19895053,667.4965066,0.924998829
39.34812667,11.55685477,103.8485644,14.47474021,122.7745895,455.2713802,1.690114002,308.6774996,2.355823693,0.999567571,1.119763286,14944.83542,3290.111178,0.569553911,40.70789808,734.6582138,0.849287698
37.09395809,10.68245581,101.5429478,14.16798487,117.1673812,430.6809282,1.629636698,307.653976,2.321281712,0.999474868,1.079518929,14944.83542,3217.558633,0.525546637,39.24485388,703.7697557,0.881319021
34.43167415,9.610229972,98.78402929,13.84811087,110.4768668,402.3009576,1.557769221,306.4320247,2.279944883,0.999334558,1.03160934,14944.83542,3127.347964,0.476813641,37.50314765,672.7013359,0.918203338
35.03725364,9.851373292,99.42436441,13.91364902,112.0021226,408.6596664,1.573804901,306.7053313,2.289538733,0.999369383,1.042304525,14944.83542,3147.670277,0.48749605,37.89196064,679.3582546,0.909815032
39.58603404,11.64901339,104.0883691,14.50948289,123.3643534,457.918131,1.696604496,308.7860101,2.359415598,0.999576189,1.124078888,14944.83542,3297.755988,0.574372884,40.86478756,738.1480448,0.846010232
37.2252335,10.73473601,101.6772782,14.18514248,117.4954995,432.1018575,1.633199635,307.7140757,2.323293943,0.9994809,1.081891471,14944.83542,3221.897217,0.528045241,39.33110533,705.4238208,0.879463187
36.80136194,10.56524757,101.2435278,14.12981889,116.4353876,427.5245906,1.621689581,307.5192244,2.316795739,0.999461106,1.074225541,14944.83542,3207.775224,0.519996579,39.05241794,700.1463851,0.885435693
35.39243369,9.994190403,99.79614594,13.95490244,112.8950826,412.3965097,1.583260589,306.8684286,2.295110319,0.999389096,1.048612057,14944.83542,3159.811295,0.493897959,38.1212648,683.3485269,0.904925552
38.29670782,11.15193472,102.7781203,14.32611259,120.163733,443.6985471,1.661860724,308.1997718,2.339787266,0.99952711,1.100969821,14944.83542,3256.459494,0.548642948,40.02468005,719.6359388,0.864155607
44.06181231,13.51545365,108.3158628,15.24121937,134.4554212,510.660568,1.833119841,310.8873301,2.422757182,0.999709432,1.214708101,14944.83542,3451.00696,0.671555747,44.15952389,807.9262164,0.791071896
39.77106277,11.72117326,104.2739344,14.53666434,123.8227647,459.9848233,1.701704234,308.8704745,2.362194737,0.999582747,1.127469261,14944.83542,3303.717869,0.57813859,40.98804127,740.8680232,0.843509397
38.00785872,11.04032866,102.4819983,14.28747698,119.4451515,440.549452,1.654133082,308.0691132,2.335350323,0.999515166,1.095827743,14944.83542,3247.22138,0.543036406,39.83774485,715.674138,0.868290642
43.16721722,13.11485737,107.5315397,15.07475801,132.2191402,499.3154722,1.802617748,310.4534914,2.41096491,0.999686097,1.194490809,14944.83542,3418.152009,0.650735353,43.42454401,792.9303436,0.801620442
37.40962121,10.80765214,101.8664157,14.20939407,117.9556448,434.0945045,1.638173556,307.7982514,2.326127146,0.999489228,1.085203424,14944.83542,3227.94982,0.53156805,39.45150812,707.7790794,0.876851227
33.90066545,9.404075532,98.2110604,13.79633845,109.1391996,396.8408507,1.544144803,306.1971757,2.271363765,0.999302877,1.02251932,14944.83542,3109.878693,0.467705054,37.17268888,667.0472327,0.925596571
35.3499498,9.977036457,99.75195731,13.94997148,112.7881571,411.9468765,1.5821175,306.8489226,2.294448579,0.999386781,1.047849784,14944.83542,3158.361386,0.493130792,38.09355311,682.8690059,0.905504668
39.87796329,11.76298652,104.3808122,14.5524987,124.0875553,461.1832995,1.704666656,308.9193107,2.363795388,0.999586487,1.129438512,14944.83542,3307.167422,0.580324009,41.05963145,742.4491309,0.84207678
40.85963414,12.15254719,105.3506536,14.70206774,126.5155938,472.2830209,1.732385497,309.370546,2.378331434,0.999619288,1.147860995,14944.83542,3339.216807,0.600721109,41.72936277,757.1447113,0.82930696
36.52398044,10.45324044,100.9603542,14.09408493,115.7395526,424.5190891,1.614087436,307.3912787,2.31255225,0.999447678,1.069160855,14944.83542,3198.437649,0.514772082,38.86829625,696.6921485,0.889332146
38.33817676,11.16792921,102.8205711,14.33176491,120.2668557,444.1517258,1.662964046,308.2185473,2.340423278,0.999528779,1.101704001,14944.83542,3257.785065,0.549453736,40.05137045,720.2101558,0.863562862
39.255755,11.52118111,103.7551842,14.46132327,122.5454734,454.2458254,1.687607087,308.6354217,2.354424919,0.99956417,1.118096253,14944.83542,3287.149353,0.567690163,40.64729474,733.3072328,0.850574219
39.43790152,11.59157042,103.9391746,14.48783655,122.9972144,456.269721,1.692556758,308.7184163,2.357180917,0.999570849,1.121387564,14944.83542,3292.991993,0.571369871,40.76694712,735.9754852,0.848042866
38.02786614,11.04801585,102.5026365,14.2901242,119.4948652,440.7643763,1.654658698,308.0781985,2.335659242,0.999516006,1.096177685,14944.83542,3247.865297,0.54342293,39.85046664,715.9445791,0.868004118
36.93312243,10.61812686,101.3783859,14.14699579,116.765123,428.9438303,1.62527015,307.5800374,2.318816734,0.999467358,1.076610693,14944.83542,3212.198961,0.522492727,39.13912782,701.7677872,0.88358455
37.25697795,10.74735384,101.7097551,14.18933679,117.5748189,432.446205,1.63405957,307.7285676,2.323780486,0.999482349,1.082464096,14944.83542,3222.940917,0.528651808,39.35192253,705.8291482,0.879011366
38.41206549,11.19635996,102.8962624,14.34192298,120.4505071,444.9573648,1.664933109,308.2520524,2.341557121,0.999531742,1.103014207,14944.83542,3260.149871,0.550902885,40.09900169,721.2377006,0.862505955
38.14984516,11.09474984,102.628467,14.30633611,119.7979186,442.0726816,1.657850841,308.1336548,2.337543986,0.999521099,1.098303021,14944.83542,3251.789208,0.545784507,39.92773114,717.6009075,0.866258169
36.95203648,10.62570786,101.3977392,14.14946059,116.8124392,429.1479222,1.625783725,307.5887484,2.319106588,0.999468248,1.076952791,14944.83542,3212.831745,0.522851384,39.15156444,702.0025139,0.883318694
35.95778905,10.2229813,100.3809123,14.02248942,114.3170799,418.3972196,1.598526344,307.1294248,2.303868561,0.99941909,1.058791169,14944.83542,3179.161599,0.504217716,38.49131644,689.8453205,0.897205655
39.80935952,11.73614363,104.3122477,14.54232648,123.9176329,460.4139167,1.702764486,308.8879654,2.362768576,0.999584091,1.128174068,14944.83542,3304.953026,0.578920703,41.01366382,741.4337659,0.842995298
38.06713388,11.06309167,102.5431183,14.2953269,119.5924608,441.1863206,1.655689973,308.0960325,2.336265783,0.999517652,1.096864268,14944.83542,3249.127432,0.544182123,39.87542671,716.4765825,0.86744173
39.32148181,11.54655892,103.8216457,14.47086412,122.7085046,454.9753293,1.68939002,308.6653608,2.355420484,0.999566593,1.119281871,14944.83542,3289.256656,0.56901582,40.69039669,734.2680278,0.849658216
40.93444266,12.18380021,105.4219135,14.7135489,126.701428,473.1812134,1.734723612,309.4043484,2.379398107,0.999621647,1.149411889,14944.83542,3341.639486,0.602290924,41.78574403,758.2850143,0.828375983
36.83652455,10.57937903,101.2795225,14.13440123,116.5233924,427.9035954,1.622644833,307.5354646,2.317334744,0.999462784,1.074861899,14944.83542,3208.958771,0.520662218,39.0755521,700.5777374,0.884941353
37.7212791,10.92948872,102.1868409,14.25002775,118.7322959,437.4581099,1.646528434,307.939373,2.330928396,0.999502936,1.090765448,14944.83542,3238.015239,0.537529274,39.65371008,711.8416301,0.872399478
39.23884089,11.51465362,103.7380693,14.45887303,122.5035146,454.058227,1.687148751,308.6277192,2.354168542,0.999563543,1.117791461,14944.83542,3286.607236,0.567349418,40.63621432,733.0603695,0.850810386
38.68251638,11.30021983,103.172939,14.37948398,121.122387,447.9100005,1.672136045,308.3748587,2.34570151,0.999542412,1.107806743,14944.83542,3268.806714,0.556234625,40.27322965,725.0403471,0.858651895
36.64312228,10.50163596,101.0813123,14.10916334,116.0392954,425.8234853,1.61740462,307.4459381,2.314366816,0.999453468,1.071369899,14944.83542,3202.422098,0.517003797,38.94860386,698.1721656,0.887665051
37.20690737,10.72746737,101.6584958,14.18275579,117.4497231,431.904138,1.632704171,307.7056876,2.323012552,0.999480064,1.081561547,14944.83542,3221.292731,0.527696481,39.31911124,705.1927331,0.879721991
40.07006193,11.83838177,104.5722451,14.58116404,124.5632512,463.3439697,1.710019349,309.0071539,2.366662212,0.999593125,1.132996367,14944.83542,3313.378981,0.584268146,41.1889738,745.3047289,0.839522353
39.40065837,11.57716272,103.9016028,14.48239726,122.9048643,455.8553626,1.691542566,308.7014398,2.356618165,0.999569493,1.120713202,14944.83542,3291.796598,0.570615987,40.74243135,735.4285381,0.848558577
38.39047618,11.18805428,102.8741564,14.33895081,120.3968436,444.7218299,1.664357534,308.2422622,2.34122588,0.999530878,1.102631227,14944.83542,3259.459247,0.55047915,40.08507886,720.9366688,0.862814641
39.46849915,11.60339829,103.9700498,14.49229042,123.0730616,456.6096686,1.693390186,308.7323803,2.357643444,0.999571959,1.121941708,14944.83542,3293.975311,0.571988952,40.78709248,736.4236635,0.847620883
39.68137611,11.68617709,104.1840637,14.52345666,123.6005814,458.9822793,1.699229603,308.8295209,2.360848857,0.999579583,1.125824133,14944.83542,3300.826725,0.576310746,40.92823424,739.5470664,0.844716722
37.13167057,10.69749385,101.581541,14.17291254,117.261657,431.088719,1.630659252,307.671267,2.321859729,0.99947661,1.080199905,14944.83542,3218.808702,0.526263919,39.2696101,704.242967,0.880786483
41.26325524,12.31717056,105.7412154,14.76395627,127.513185,476.9365024,1.744313574,309.5563476,2.384176615,0.999631872,1.155782815,14944.83542,3352.534108,0.609208896,42.01735281,763.2215996,0.824334686
42.04822331,12.64113223,106.4910773,14.88734402,129.4520034,486.082536,1.767918603,309.9204164,2.395413336,0.99965521,1.171456127,14944.83542,3378.770475,0.625986366,42.58714071,775.2924606,0.814734285
37.07663666,10.6755458,101.5252186,14.16571987,117.1240766,430.4938304,1.62916674,307.6460259,2.321016156,0.999474065,1.079205949,14944.83542,3216.983475,0.525217249,39.2334758,703.552859,0.88156352
39.61088927,11.65869862,104.1133215,14.51311609,123.425956,458.1954854,1.697288577,308.7973407,2.359789183,0.99957708,1.124533686,14944.83542,3298.555469,0.574877435,40.8813213,738.5123267,0.845668868
37.84866039,10.97889676,102.3179982,14.26654742,119.049266,438.8334812,1.649920997,307.9969715,2.332893474,0.999508418,1.093023758,14944.83542,3242.106545,0.539969708,39.73580872,713.5343146,0.870572742
38.50110802,11.23058692,102.9874177,14.35422603,120.6717787,445.9288712,1.667305253,308.2924543,2.342922683,0.999535284,1.104592584,14944.83542,3262.999392,0.552653607,40.15638207,722.4832752,0.861234202
39.76849403,11.72017084,104.2713615,14.53628482,123.8164022,459.9561134,1.701633384,308.8693004,2.362156188,0.999582657,1.12742216,14944.83542,3303.634991,0.578086156,40.98632895,740.8301281,0.843543919
38.93549675,11.39777466,103.4303271,14.415292,121.7507235,450.7037801,1.678961647,308.4896965,2.349558425,0.999552145,1.112346489,14944.83542,3276.893682,0.561266555,40.43826769,728.6631605,0.855073213
34.37426886,9.587589728,98.72278797,13.84218913,110.3321726,401.6999854,1.556262001,306.4064307,2.279027188,0.999331177,1.030604107,14944.83542,3125.448593,0.475815131,37.46660342,672.0772936,0.919005597
